epoch, train_ts_loss, test_ts_loss, train_df_loss, test_df_loss, forward_time, backward_time
0,0.5175499904614228,0.5166537990936866,-0.07408480904996395,-0.07434305663292225,49.561700105667114,15.300685405731201
1,1.0424280458917985,2.1259229366595926,-0.3908634650019499,-0.4988900858622331,52.49047493934631,15.120471000671387
2,2.359108342574193,2.3771480230184703,-0.5002029222937731,-0.49911561608314514,51.95679450035095,14.50350546836853
3,2.4426081960017862,2.406102473919208,-0.5004215332177969,-0.4990814419893118,52.06784129142761,14.536797285079956
4,2.4672685173841624,2.426605903185331,-0.5003135124078164,-0.4992012358628787,51.96022176742554,14.385420322418213
5,2.489374041557312,2.443028835149912,-0.5000876457645342,-0.4992132576612326,52.05475091934204,14.687030553817749
6,2.508686226147872,2.4675483887012186,-0.5004026821026435,-0.4991717521960919,51.190542459487915,14.100926876068115
7,2.5290399973209086,2.48649655855619,-0.5001892086405021,-0.49917051883844227,51.13374423980713,14.238415002822876
8,2.539157803242023,2.500160437363845,-0.5002769128634379,-0.4991121773536389,50.836509704589844,14.088127613067627
9,2.5481055149665246,2.5063451803647556,-0.5003299019657649,-0.49923928196613604,50.37081217765808,13.976642608642578
10,2.563482504624587,2.5212851671072154,-0.5003550631495622,-0.49916454003407407,49.999075412750244,13.71752381324768
11,2.576738531772907,2.5345245691446157,-0.5004361019684718,-0.49916239885183483,49.90655064582825,13.732465505599976
12,2.5872610807418823,2.5342663801633396,-0.5001724425416726,-0.4992501506438622,50.04403305053711,13.686614990234375
13,2.5928398279043345,2.54421721971952,-0.5001276983664587,-0.4991691227142627,50.14051342010498,13.847514390945435
14,2.5971073508262634,2.55525357906635,-0.5002960144327238,-0.49921244153609645,50.23691987991333,13.907784938812256
15,2.6027246851187487,2.559884603206928,-0.5003837524698331,-0.49916523924240697,49.98419380187988,13.830725193023682
16,2.612376841214987,2.5615861049065223,-0.5002876697824552,-0.49909498599859387,50.02781820297241,13.776618480682373
17,2.617367753615746,2.5703639067136326,-0.5003318316661395,-0.49913439613122207,50.16884922981262,13.835403680801392
18,2.6267282366752625,2.575728178024292,-0.5002014986597575,-0.49914814875676083,50.244208097457886,13.868829250335693
19,2.6337338319191566,2.582291217950674,-0.5003939391328738,-0.49919095635414124,50.06275129318237,13.679213762283325
