epoch, train_ts_loss, test_ts_loss, train_df_loss, test_df_loss, forward_time, backward_time
0,0.42851336013812286,0.43164679866570693,-0.09021767400778256,-0.08982500147361022,6.1595118045806885,2.7674386501312256
1,0.9343153003316659,1.870767125716576,-0.40968755919199723,-0.4956933328738579,6.136499881744385,2.717036724090576
2,2.0456471351476817,2.1169144190274753,-0.5008279566581433,-0.49610552191734314,5.894906997680664,2.6087279319763184
3,2.1281592341569753,2.1453409378345194,-0.5012400660377282,-0.49623384384008556,6.206334829330444,2.6471753120422363
4,2.1561130560361423,2.1732152792123647,-0.5013059813242692,-0.496271204489928,5.898130655288696,2.611454725265503
5,2.1756655390446005,2.1960224555088925,-0.501140860410837,-0.49613173191363996,6.04146409034729,2.621271848678589
6,2.1994088292121887,2.2207836554600644,-0.5012461629051429,-0.495994317990083,5.8591344356536865,2.5825090408325195
7,2.215434418274806,2.2298091374910793,-0.500454724408113,-0.4963356164785532,5.963332653045654,2.5896105766296387
8,2.222969032250918,2.2402555025540867,-0.501947955443309,-0.49597240411318266,5.900776386260986,2.5958993434906006
9,2.2382968618319583,2.245055767206045,-0.5005167224086248,-0.49598399033913243,5.907257556915283,2.792423725128174
10,2.2429161484424887,2.2604495928837705,-0.5009573594881938,-0.4960684615832109,5.887425422668457,2.703054666519165
11,2.252972437785222,2.2610418796539307,-0.5010122737059226,-0.4962182411780724,5.884392499923706,2.589437961578369
12,2.2654813940708456,2.276914889995868,-0.5012821194071037,-0.4963096815806169,5.902113199234009,2.594653367996216
13,2.2721996353222775,2.2791261122776914,-0.500672425215061,-0.49602009241397566,6.104242324829102,2.65110445022583
14,2.279926245029156,2.2851381668677697,-0.501110668365772,-0.49633940825095546,5.8948047161102295,2.5899128913879395
15,2.2779581271685085,2.292800683241624,-0.5009921302015965,-0.49630242586135864,5.879007816314697,2.5839343070983887
16,2.285480572627141,2.2894510489243727,-0.5008306165154164,-0.4962718142912938,5.911658048629761,2.608283758163452
17,2.3008062610259423,2.3046937539027286,-0.5001482717119731,-0.49651602598337025,5.991885185241699,2.7351551055908203
18,2.2968855454371524,2.3078420895796556,-0.5012599694041106,-0.4960498557640956,5.903181791305542,2.60420823097229
19,2.304296713608962,2.313464201413668,-0.5009798350242468,-0.49642430589749265,5.8813722133636475,2.60274600982666
