epoch, train_ts_loss, test_ts_loss, train_df_loss, test_df_loss, forward_time, backward_time
0,0.5282625693541306,0.5280034954731281,-0.0740731146473151,-0.07411045122605103,49.68682909011841,15.122355937957764
1,1.040965124964714,2.1180721062880297,-0.3894366557494952,-0.4999131193527809,52.35763692855835,14.92603325843811
2,2.3367526347820577,2.3607247792757473,-0.50058686790558,-0.5001817070520841,51.60809779167175,14.432105302810669
3,2.4256219313694882,2.400122954295232,-0.5004560890106055,-0.5002893003133627,51.937981367111206,14.421725034713745
4,2.4583047949350796,2.4296390460087705,-0.5004402645505391,-0.5003341711484469,51.724273681640625,14.436724424362183
5,2.489787065065824,2.4416290246523342,-0.5003840178251266,-0.5003276857045981,51.60432147979736,14.23496389389038
6,2.510070264339447,2.4733541011810303,-0.5003831306329141,-0.5002259016036987,51.04414415359497,14.055629014968872
7,2.521761431143834,2.4830574989318848,-0.5006194613300837,-0.5003864811016963,51.29986310005188,14.026836156845093
8,2.533675083747277,2.4919948394481954,-0.5005773575260088,-0.500404396882424,51.07451319694519,13.928666830062866
9,2.5538773903479943,2.501598981710581,-0.5004326168161172,-0.5002923561976507,51.17090368270874,13.915769815444946
10,2.5619187492590685,2.515153701488788,-0.5004575974666156,-0.5002535535739019,51.29212832450867,13.943186283111572
11,2.571815197284405,2.5254009870382457,-0.5003845915198326,-0.500203923537181,50.93144917488098,14.075867891311646
12,2.582049085543706,2.5329215343181906,-0.5004252762748644,-0.5003032730175898,51.112706422805786,13.972815752029419
13,2.5939690470695496,2.546082514982957,-0.5005394512644181,-0.4991222872183873,51.383310079574585,13.898261070251465
14,2.60410888836934,2.5665035981398363,-0.5006843300966116,-0.5002849537592667,51.242039918899536,13.908355951309204
15,2.6115172184430637,2.5685849006359396,-0.5006111676876361,-0.50027390397512,51.141549825668335,13.97502088546753
16,2.6257309867785525,2.575178128022414,-0.5004789645855243,-0.5003776206420019,51.17373299598694,14.082320213317871
17,2.6358905067810645,2.58618347461407,-0.5003572180867195,-0.5003182154435378,51.12071871757507,14.180328130722046
18,2.645283744885371,2.5973154581510105,-0.5004094157081383,-0.5003093137190893,51.370885133743286,13.960230827331543
19,2.651355417875143,2.598580030294565,-0.5003104078081938,-0.5003244166190808,51.50555348396301,13.940510749816895
