epoch, train_loss, test_loss, forward_time, backward_time, train_error, test_error
0,0.4326847780495882,0.07640242470162255,49.79165863990784,83.1240336894989,0.9524444444444444,0.79
1,0.05942698984096448,0.0750548807638032,49.862590074539185,82.09647822380066,0.596,0.803
2,0.07842273116111756,0.09269336398158755,48.89019060134888,82.48297119140625,0.8152222222222222,0.918
3,0.08907897906998793,0.08098383992910385,48.8990113735199,82.16100358963013,0.8882222222222222,0.826
4,0.08197249546647072,0.09456605783530644,49.668298959732056,82.00355339050293,0.8304444444444444,0.886
5,0.09260165070494016,0.09846589394978114,49.29827380180359,82.14436078071594,0.8811111111111111,0.935
6,0.1078356488297383,0.10349296139819282,49.152703285217285,82.0313367843628,0.9531111111111111,0.945
7,0.12212616999944051,0.1399011186191014,49.397403717041016,82.02546310424805,0.9792222222222222,0.999
8,0.13239225645860037,0.1249869880931718,48.9988796710968,81.8484423160553,0.992,0.993
9,0.11860407330095768,0.11058939886944634,48.82344627380371,82.00512099266052,0.9801111111111112,0.968
10,0.11483040687938531,0.11966973010982786,49.11864233016968,82.03883814811707,0.9687777777777777,0.979
11,0.13794275596737862,0.1341236595596586,49.01401734352112,82.36192011833191,0.9914444444444445,0.996
12,0.12782848452528317,0.11863443574735097,48.84563207626343,81.67628526687622,0.989,0.98
13,0.13288584786156812,0.13129796726363047,48.42972731590271,82.32501244544983,0.9888888888888889,0.997
14,0.13956146823863189,0.15268451401165553,48.895477533340454,81.89921140670776,0.9941111111111111,0.996
15,0.15552655508120855,0.16683695997510636,48.884238958358765,81.55459809303284,0.9985555555555555,1.0
16,0.1668199506898721,0.163231155702046,48.890212059020996,81.5300350189209,0.9997777777777778,0.999
17,0.15202593232194583,0.16308116274220602,48.57119655609131,81.84891772270203,0.9991111111111111,1.0
