epoch, train_ts_loss, test_ts_loss, train_df_loss, test_df_loss, forward_time, backward_time
0,0.5155029978889686,0.4846065021478213,-0.07577883724409801,-0.0670530371941053,12.378214359283447,0.759066104888916
1,1.2170288207439275,2.50165842129634,-0.3919675060762809,-0.5001577322299664,12.230030298233032,0.2812209129333496
2,5.372531812924605,8.009624847998985,-0.49782165254537875,-0.5003814445092127,12.75344443321228,0.23830270767211914
3,13.95484603368319,19.08118042579064,-0.49809194528139555,-0.5002176601153153,13.19074273109436,0.31781840324401855
4,34.294950815347526,44.28575926560622,-0.4984127707206286,-0.5001412332057953,13.638278007507324,0.5122525691986084
5,68.03582602280837,74.49771587665265,-0.4982183936696786,-0.5000698749835675,13.996544361114502,0.6356427669525146
6,87.8698306450477,88.57201854999249,-0.498359681895146,-0.5000698085014637,13.994425773620605,0.6048591136932373
7,89.98330981914813,89.19766294039212,-0.49786395407640016,-0.49997660517692566,13.990203619003296,0.6177558898925781
8,90.24104983990009,89.5709715623122,-0.49740249892840016,-0.5002711071417882,14.050239324569702,0.6820023059844971
9,90.27898597717285,89.86117084209735,-0.498478434406794,-0.5001570123892564,14.024643421173096,0.6078155040740967
10,90.32548200167142,89.79054553692157,-0.4975829623066462,-0.5002932342199179,14.091536521911621,0.6072161197662354
11,90.32831148000864,89.92469200721153,-0.4982354658154341,-0.500186386016699,14.096627473831177,0.6069703102111816
12,90.33123911344089,89.97676673302284,-0.49838973868351716,-0.5002334186663995,14.110452890396118,0.6068532466888428
13,90.34085655212402,90.00141261174129,-0.49806709530261845,-0.5001309445271125,14.00187873840332,0.6047093868255615
14,90.35057698763333,90.0053939819336,-0.4980986605469997,-0.5002288703735058,14.089499711990356,0.605414867401123
15,90.34663992661696,90.01612267127403,-0.49832994376237577,-0.500113138785729,14.066417694091797,0.609529972076416
16,90.34879977886493,89.98730879563551,-0.4984139490586061,-0.5002709879324987,13.967545986175537,0.6088895797729492
17,90.35763872586764,90.04040938157301,-0.497994432082543,-0.499910097855788,13.90886926651001,0.6041359901428223
18,90.35661022479718,90.08661710298978,-0.4980106617395694,-0.5001580325456766,14.058226823806763,0.6410536766052246
19,90.35305507366473,90.03860591008113,-0.4983147199337299,-0.5002945180122669,14.07897162437439,0.6121392250061035
