epoch, train_ts_loss, test_ts_loss, train_df_loss, test_df_loss, forward_time, backward_time
0,0.4566342750420937,0.4243714465544774,-0.07890606843508206,-0.06976768231162658,10.979967832565308,0.6043128967285156
1,1.3401782140135765,3.485637206297654,-0.4170163616251487,-0.494462618461022,10.42623496055603,0.11519098281860352
2,6.481659160210536,10.4985383107112,-0.5002166777849197,-0.49432083047353303,10.392796516418457,0.11606025695800781
3,19.813122492570145,28.54131449185885,-0.5004821809438559,-0.4938206947766818,10.68940782546997,0.18172359466552734
4,44.12891648365901,51.684524242694565,-0.5010201409459114,-0.4943057115261371,10.619800567626953,0.11429762840270996
5,73.62735330141507,80.93369469275841,-0.500484803548226,-0.4944338064927321,10.47555947303772,0.11615133285522461
6,86.77535849351149,88.10107069749098,-0.5001662430854944,-0.49413105386954087,10.498855590820312,0.2678797245025635
7,89.39497346144456,89.53573901836688,-0.5012885756217517,-0.4944069844025832,10.78948450088501,0.11758041381835938
8,89.95783732487605,89.99220275878906,-0.5001803086354182,-0.49382054118009716,10.744624614715576,0.1321887969970703
9,90.16692029512845,90.24833151010367,-0.5000187313327422,-0.4946093696814317,10.736997127532959,0.17136168479919434
10,90.21898372356708,90.26963395338792,-0.500643518108588,-0.49424436688423157,10.592806100845337,0.11507129669189453
11,90.2239479651818,90.30895643967848,-0.5005369255175958,-0.49397284480241627,10.599454879760742,0.11739706993103027
12,90.26237282386192,90.34071232722356,-0.500169537961483,-0.49407519973241365,10.903203248977661,0.2760767936706543
13,90.26685230548566,90.37863041804387,-0.5005490991931695,-0.4940437628672673,10.80805492401123,0.12001490592956543
14,90.25818076500526,90.3755604670598,-0.5017245532228396,-0.4940514083092029,10.557069301605225,0.13263964653015137
15,90.28742540799655,90.37789271428035,-0.5009912550449371,-0.4942163687485915,10.629700422286987,0.25267481803894043
16,90.2909061725323,90.38546283428485,-0.5012193746291674,-0.49457845091819763,10.466511011123657,0.11197829246520996
17,90.30077875577487,90.40348698542668,-0.5000316890386435,-0.49423956412535447,10.75923752784729,0.1150667667388916
18,90.30725009624774,90.40720308743991,-0.500356915478523,-0.4940762473986699,10.799642562866211,0.21332335472106934
19,90.30208910428561,90.40871194692758,-0.5005223177946531,-0.4946152659562918,10.532623529434204,0.11328268051147461
