epoch, train_ts_loss, test_ts_loss, train_df_loss, test_df_loss, forward_time, backward_time
0,0.5175499961926386,0.4921470307386838,-0.07407777211987056,-0.06928164683855496,32.89867329597473,26.422828197479248
1,0.506259526197727,0.49408159347680897,-0.07723030605568336,-0.08238261651534301,32.936314821243286,25.712646961212158
2,0.48344978804771715,0.47015920969156116,-0.08410205892645396,-0.0874986803302398,33.59562087059021,25.116045236587524
3,0.4611221643594595,0.44761293209516084,-0.09143104647787717,-0.09533865234026542,33.25118708610535,24.564149379730225
4,0.4391297147824214,0.42398789525032043,-0.09913437598599838,-0.10233446726432213,32.36728572845459,25.36319589614868
5,0.41843441931100994,0.4094791068480565,-0.10723058707438983,-0.11108309718278739,33.04695391654968,25.423110246658325
6,0.3982245824657954,0.3861319972918584,-0.11554329254879402,-0.11857672723440024,32.86715340614319,25.096863269805908
7,0.3792494609951973,0.3704200891348032,-0.12453607555765372,-0.12749502406670496,33.6731231212616,25.997849702835083
8,0.3611454361906418,0.35168696137575,-0.13368099698653588,-0.13511972702466524,33.687716007232666,26.487985849380493
9,0.3452746575841537,0.33492446633485645,-0.142954344359728,-0.14566122339322016,33.15829849243164,26.505202054977417
10,0.3291774776119452,0.3213538137766031,-0.15293988212943077,-0.15615140474759615,33.333669662475586,25.634382009506226
11,0.31462556696855104,0.30979846303279585,-0.16288868996959466,-0.1667417734861374,32.991387367248535,25.150396823883057
12,0.3015764504671097,0.29333006877165574,-0.17294051756079382,-0.17476360614483172,33.85017991065979,25.016218185424805
13,0.2900756224989891,0.28463756579619187,-0.18338781881790894,-0.18438437007940733,33.64502668380737,28.23768162727356
14,0.27985122685249036,0.2750080434175638,-0.1938827481980507,-0.1963977710558818,33.40533089637756,26.731188535690308
15,0.27082417274896914,0.26799216637244594,-0.20461546400418648,-0.20463433861732483,33.15800857543945,25.797387838363647
16,0.2634985057207254,0.261677249119832,-0.21516451239585876,-0.21603547036647797,34.909685134887695,29.623561143875122
17,0.2575676372418037,0.2549219120007295,-0.22589330231914154,-0.225052793438618,34.73297834396362,28.38886284828186
18,0.25284143021473515,0.2495017028771914,-0.23663638388881317,-0.23502380687456864,33.08643984794617,25.6673526763916
19,0.24983518112164277,0.24986532445137316,-0.24741263057176882,-0.24759215574998122,32.99759125709534,26.385521173477173
