epoch, train_ts_loss, test_ts_loss, train_df_loss, test_df_loss, forward_time, backward_time
0,0.579128711269452,0.5818434999539301,-0.06446726469752881,-0.06416420953778121,7.042655944824219,0.45479273796081543
1,0.973593716438,1.998237133026123,-0.3824747685486308,-0.5009960371714371,6.063181400299072,0.4550364017486572
2,2.2124801507362952,2.253719825011033,-0.5002418286525286,-0.5015371304291946,5.552314043045044,0.4533572196960449
3,2.299350087459271,2.2809162690089297,-0.5002994376879472,-0.5013125997323257,5.431359529495239,0.4521479606628418
4,2.3290911316871643,2.308164431498601,-0.5005438018303651,-0.5013807966158941,5.443680047988892,0.46072959899902344
5,2.3502422937980065,2.3264914659353404,-0.5005615496864686,-0.5017173771674817,5.361506223678589,0.4627048969268799
6,2.3628732607914853,2.3346776412083554,-0.5001379211361592,-0.5016558926839095,5.265263319015503,0.4884352684020996
7,2.3747739012424764,2.3463014639340916,-0.4999140460903828,-0.5013295985185183,5.307543992996216,0.4730665683746338
8,2.388509058035337,2.357879877090454,-0.49985088579929793,-0.5013329409635984,5.344140529632568,0.45113706588745117
9,2.395643284687629,2.368981819886428,-0.5006537173803036,-0.50149555848195,5.201373338699341,0.4483165740966797
10,2.4043687765414896,2.374352583518395,-0.5005884485749098,-0.5012646248707404,5.1817381381988525,0.46007251739501953
11,2.4121366830972524,2.383699343754695,-0.5005012911099654,-0.5016370942959418,5.121434688568115,0.4486374855041504
12,2.4188706966546865,2.3881200827085056,-0.5010471974427884,-0.501312622657189,5.149421691894531,0.4492683410644531
13,2.430304229259491,2.3979890713324914,-0.5004647861306484,-0.5014945268630981,5.068162679672241,0.4488222599029541
14,2.4349225621957045,2.40069842338562,-0.5004053734816037,-0.5014926653641921,5.142858505249023,0.45107316970825195
15,2.437072680546687,2.3995100351480336,-0.500117220557653,-0.5017198324203491,5.1275951862335205,0.45629358291625977
16,2.442789600445674,2.413452441875751,-0.5006675198674202,-0.501612894810163,5.0502002239227295,0.4512214660644531
17,2.451522776713738,2.4213995199937086,-0.5001022242582761,-0.5013703176608453,5.105358123779297,0.4524393081665039
18,2.4571263881830068,2.4347085769359884,-0.5005355179309845,-0.5015153220066657,5.2012245655059814,0.4615950584411621
19,2.4644473561873803,2.4347993227151723,-0.5007666521347486,-0.5015195653988764,6.143266439437866,0.474062442779541
